candidate_segment,confidence,domain,name,country,employee_count,old_gpt_label,reasoning,linkedin_url,website_url
LOYALTY_COMMUNITY,0.9,rewardchain.io,"",,,LOYALTY_COMMUNITY,"The platform provides loyalty solutions for subscription businesses, leveraging cashback, gamification, and rewards to reduce churn and drive engagement, explicitly listing 'Brand ambassadors' as a feature.",,
LOYALTY_COMMUNITY,0.85,edenwork.com,"",,,LOYALTY_COMMUNITY,"EdenWork is a marketing agency that develops digital platforms for relationship marketing, customer loyalty, and brand ambassador programs, aiming to transform clients into ambassadors and drive engagement through their proprietary platforms.",,
LOYALTY_COMMUNITY,0.85,copost.fr,"",,,LOYALTY_COMMUNITY,Copost is an 'Employee Advocacy Tool' designed to help companies turn their employees into 'brand ambassadors' by coordinating content on LinkedIn. This directly aligns with the LOYALTY_COMMUNITY segment's focus on advocacy and ambassador programs for brands.,,
LOYALTY_COMMUNITY,0.85,embrosa.com,"",,,LOYALTY_COMMUNITY,"Embrosa is a platform that helps brands empower their network (franchisees, partners) to share content and run local marketing campaigns, leveraging their collective reach and trust, which aligns with advocacy and brand ambassador programs. OnSocial could help qualify the social reach and audience authenticity of these network members when they post on social media.",,
LOYALTY_COMMUNITY,0.85,rapidfunnel.com,"",,,LOYALTY_COMMUNITY,"RapidFunnel provides a system for network marketing leaders to track, train, and duplicate their teams. This aligns with managing large-scale brand ambassador or referral programs, where reps act as advocates, and OnSocial data could help qualify their reach and authenticity.",,
LOYALTY_COMMUNITY,0.65,coincollect.org,"",,,LOYALTY_COMMUNITY,"The platform enables NFT projects to reward holders, build communities, and activate 'Ambassadors' through staking, airdrops, and gamified quests, aligning with loyalty and advocacy programs. OnSocial data could help qualify these ambassadors based on their social reach and authenticity.",,
REVIEW_UGC,0.9,pulsereviews.io,"",,,REVIEW_UGC,"Pulse Reviews is a SaaS platform that helps businesses manage, analyze, and improve their online customer reviews from platforms like Google and Trustpilot, using AI for sentiment analysis and actionable insights. This directly aligns with the REVIEW_UGC segment, which covers platforms for collecting, managing, and displaying customer reviews and user-generated content.",,
REVIEW_UGC,0.9,bluebug.io,"",,,REVIEW_UGC,"BlueBug provides a service and implied platform for Amazon sellers to manage product reviews, specifically focusing on detecting and removing negative or fake reviews. This directly aligns with the REVIEW_UGC segment's focus on collecting, managing, and authenticating user-generated content like reviews.",,
REVIEW_UGC,0.9,cloutburst.com,"",,,REVIEW_UGC,"CloutBurst is a SaaS platform for dental practices that automates the collection of 5-star reviews, patient photos/videos (UGC), and referrals, using AI to enhance and distribute this content. Its core function is a pipeline for user-generated content and reputation management.",,
REVIEW_UGC,0.9,reviewsonmywebsite.com,"",,,REVIEW_UGC,"The company provides software for small businesses and agencies to collect, manage, and showcase customer reviews from platforms like Google and Facebook, directly matching the definition of a REVIEW_UGC platform.",,
REVIEW_UGC,0.9,judge.me,Judge.me,,,REVIEW_UGC,"Judge.me is a Shopify app that enables e-commerce merchants to collect, display, and manage product and store reviews, including user-generated photos and videos, directly matching the REVIEW_UGC segment.",,
REVIEW_UGC,0.9,fugutech.co,"",,,REVIEW_UGC,"FuguTech is an AI-powered reputation management platform that helps businesses collect, monitor, and analyze customer reviews to boost their online credibility and Google rankings. Its core product is a pipeline for user-generated reviews, fitting the REVIEW_UGC segment perfectly.",,
REVIEW_UGC,0.85,king-leads.com,"",,,REVIEW_UGC,"King Leads offers an 'AI Powered Reviews' product designed for online review management, helping businesses collect and increase customer reviews on platforms like Google, Yelp, and Facebook. This directly aligns with the REVIEW_UGC segment, as OnSocial data could enhance their offering by verifying reviewer authenticity and audience quality.",,
REVIEW_UGC,0.85,inlead.fr,"",,,REVIEW_UGC,"Inlead offers a local marketing platform for franchise networks, explicitly including 'Review management' as a core service to help businesses centralize and manage customer reviews and online presence.",,
REVIEW_UGC,0.85,sellerise.com,"",,,REVIEW_UGC,"Sellerise offers tools for Amazon sellers to manage and automate customer reviews, including a 'Review Requester' and 'Review Dashboard,' which directly align with platforms that collect, display, and manage user-generated content for ecommerce.",,
REVIEW_UGC,0.8,letx.co,"",,,REVIEW_UGC,"The company provides products for marketers to boost website conversions, specifically mentioning the use of 'social proof & user reviews to build trust & convert more visitors into leads & sales,' which directly aligns with platforms managing user-generated content like reviews.",,
SOCIAL_LISTENING,0.9,genylabs.io,"",,,SOCIAL_LISTENING,"The company's core product, Auris, is explicitly described as an 'AI powered social listening, media monitoring and consumer insights' platform that ingests data from social media, review boards, and news streams to provide analytics for brands.",,
SOCIAL_LISTENING,0.9,canvs.ai,"",,,SOCIAL_LISTENING,"Canvs.ai is an AI-powered platform that analyzes public social media conversations and live event reactions to provide brands with insights into audience sentiment and shifts, directly matching the definition of a social listening platform.",,
SOCIAL_LISTENING,0.9,neticle.com,Neticle,,,SOCIAL_LISTENING,"Neticle offers an Enterprise Text Analytics Toolkit and Neticle Media Intelligence, which monitors 'what the web thinks about our brand' and public opinion using sentiment and semantic analysis, providing insights to social media managers and brands. This perfectly matches the definition of a social listening platform.",,
SOCIAL_LISTENING,0.85,traffgen.com,"",,,SOCIAL_LISTENING,"TraffGen provides a 'SOCIAL INSIGHT' module that analyzes casino customers through social media to gain a competitive edge, directly aligning with platforms that monitor and analyze public social data for insights. Creator data would enrich their understanding of influential players and their audience quality.",,
SOCIAL_LISTENING,0.7,emediamonitor.net,"",,,SOCIAL_LISTENING,"The company offers worldwide media monitoring and analytics for broadcast and web TV. Its 'web TV' monitoring component aligns with social listening, where creator data would enhance insights about mentions and audience quality on platforms like YouTube.",,
