analysis_run_id,gathering_run_id,candidate_segment,confidence,domain,name,country,employee_count,old_label,reasoning,linkedin_url,website_url
134893,569,AI_CONTENT_MARKETING,0.9,entropik.io,Entropik,,,AI_CONTENT_MARKETING,"Entropik is an AI-first SaaS platform that provides AI-powered consumer behavior analysis, creative testing, and market research for marketers. Creator data would directly improve their AI models for predicting content performance, understanding audience reactions, and enhancing social in-context testing.",,
133383,568,AI_CONTENT_MARKETING,0.9,wellows.com,"",,,AI_CONTENT_MARKETING,"Wellows is an AI-first platform designed for brands to improve their visibility, positioning, and content performance within AI search engines and LLMs, offering AI-driven content generation and outreach intelligence for marketers.",,
133810,569,AI_CONTENT_MARKETING,0.9,connily.com,Connily,,,AI_CONTENT_MARKETING,"Connily is an AI-powered social media manager that generates content (images, captions) and manages publishing for e-commerce brands, directly aligning with AI-first SaaS for content creation and marketing teams. Creator data would enhance its AI models for content style and audience engagement.",,
134667,569,AI_CONTENT_MARKETING,0.9,netcorecloud.com,Netcore,,,AI_CONTENT_MARKETING,"The company provides an AI-powered customer engagement platform and 'AI Co-Marketer' for brands, focusing on 1:1 personalization and product discovery, which directly aligns with AI/ML platforms sold to marketing teams for improved output quality and personalization.",,
133418,568,AI_CONTENT_MARKETING,0.9,creaitor.ai,"",,,AI_CONTENT_MARKETING,"Creaitor is an AI-driven platform that helps marketing teams automate content creation, SEO, and content planning for blogs and social media, directly aligning with the AI_CONTENT_MARKETING segment's focus on AI/ML platforms for marketers.",,
134085,569,AI_CONTENT_MARKETING,0.9,airpost.ai,Airpost,,,AI_CONTENT_MARKETING,"Airpost is an AI-powered platform that generates and optimizes video ads for marketing teams, leveraging AI and expert strategists to produce high-performing creative content at scale. This directly aligns with AI-first SaaS products for content creation and marketing.",,
134055,569,AI_CONTENT_MARKETING,0.9,graswald.ai,Graswald AI,,,AI_CONTENT_MARKETING,"Graswald AI is an AI-first SaaS product that generates scalable, on-brand product imagery and social content for fashion brands' marketing teams. OnSocial's creator data could provide ground-truth for style/audience modeling to improve the AI-generated content's relevance and 'organic' feel for social channels.",,
133395,568,AI_CONTENT_MARKETING,0.9,stockimg.ai,"",,,AI_CONTENT_MARKETING,"Stockimg AI is an AI-first SaaS product that generates various types of content (images, videos, social posts) for businesses and brands, including specific formats for Instagram and TikTok, and offers social media scheduling. This directly fits the AI_CONTENT_MARKETING segment, as creator/audience data would enhance its AI models for content generation and performance.",,
133398,568,AI_CONTENT_MARKETING,0.85,aivoicemagic.com,"",,,AI_CONTENT_MARKETING,"The company offers AI-powered 'employees' for sales, support, and marketing functions, including an 'AI Ads Specialist' for social media ad creation and optimization, and AI tools for Google reviews and business profiles, which are AI-first products for marketing teams.",,
133407,568,AI_CONTENT_MARKETING,0.85,holyshift.ai,"",,,AI_CONTENT_MARKETING,"HolyShift.ai is an AI-first SaaS product designed for founders and marketers to validate product-market fit through AI-driven market research, engaging real people in communities, and generating marketing content like landing pages and pitch decks. This directly aligns with the AI_CONTENT_MARKETING segment's focus on AI/ML platforms for marketing teams and AI-driven market research.",,
133280,568,AI_CONTENT_MARKETING,0.85,novaview.ai,"",,,AI_CONTENT_MARKETING,"NovaView is an AI-first SaaS platform providing brand intelligence and sentiment analysis from major AI models (ChatGPT, Claude, Gemini) to marketing teams. This directly aligns with the 'AI-first SaaS products for... brand intelligence... for marketers' description.",,
134240,569,AI_CONTENT_MARKETING,0.85,tanla.com,Tanla Platforms Limited,,,AI_CONTENT_MARKETING,"Tanla is a CPaaS provider that heavily leverages AI for enterprise marketing, offering 'AI-led intelligent profiling and targeting' and 'Gen AI native communications' to accelerate growth and elevate customer experiences for brands. Creator data would enhance their AI models for audience understanding and personalized content generation.",,
134088,569,AI_CONTENT_MARKETING,0.85,getsleek.ai,Sleek AI,,,AI_CONTENT_MARKETING,"Sleek AI is an AI-first SaaS product that automates marketing and sales for businesses, including social media activities. OnSocial's creator data would be valuable for improving its AI models for content generation, audience targeting, and performance attribution.",,
134027,569,AI_CONTENT_MARKETING,0.85,oxyme.com,Toluna,,,AI_CONTENT_MARKETING,"Oxyme (Toluna) provides AI-powered market research solutions for brands and marketers, using synthetic personas and AI to test claims, ads, and brand messaging. This aligns with AI-driven market research for marketing teams, where creator data could enhance their models for audience understanding.",,
133656,569,AI_CONTENT_MARKETING,0.85,craftsmanplus.com,CRAFTSMAN+,,,AI_CONTENT_MARKETING,Craftsman+ offers an AI-powered SaaS platform for marketers to create interactive ads and provides AI-driven strategy and concept ideation. Creator data could enhance their AI's ability to personalize ad content and predict performance for specific audiences.,,
133618,569,AI_CONTENT_MARKETING,0.85,1digitalstack.ai,1digitalstack,,,AI_CONTENT_MARKETING,"The company offers a 'Generative AI-powered eCommerce solution,' which aligns with AI-first SaaS products for marketing teams, where creator data could enhance content generation, personalization, or market research for eCommerce.",,
133273,568,AI_CONTENT_MARKETING,0.85,kakiyo.com,"",,,AI_CONTENT_MARKETING,"Kakiyo is an AI-first SaaS platform that generates personalized LinkedIn messages and handles conversations at scale for sales, recruiting, and agencies. This aligns with AI-driven content creation and personalization for marketing teams, where creator data could enhance AI modeling and output quality.",,
133452,569,AI_CONTENT_MARKETING,0.85,bera.ai,bera.ai,,,AI_CONTENT_MARKETING,BERA.ai is an AI-powered brand intelligence platform that provides insights and predictive analytics to marketers for measuring brand impact and optimizing strategies. Creator data would enhance its understanding of cultural shifts and audience engagement for its AI models.,,
134945,569,AI_CONTENT_MARKETING,0.7,marktine.com,Marktine Technology Solutions Pvt Ltd,,,AI_CONTENT_MARKETING,"Marktine offers AI-powered solutions for businesses, including Vaarta.ai which automates customer communication across social media. Creator data could enhance their AI's personalization capabilities for customer engagement and identify influential customers within these communication streams.",,
134005,569,CREATOR_PLATFORM,0.9,clubhouse.com,Clubhouse,,,CREATOR_PLATFORM,"Clubhouse is a social audio platform where creators host live voice chats and build communities, fitting the description of a platform built for creators as end-users whose success depends on audience engagement.",,
134137,569,CREATOR_PLATFORM,0.9,iconome.com,Iconome,,,CREATOR_PLATFORM,"Iconome provides a proprietary tech platform for celebrities, athletes, and creators to build their own digital HQs, manage content, engage fans, and monetize their communities, directly serving creators as end-users.",,
133372,568,CREATOR_PLATFORM,0.9,blubrry.com,"",,,CREATOR_PLATFORM,"Blubrry is a podcast platform providing hosting, analytics, monetization tools, and an AI assistant specifically for podcasters, directly serving creators as their primary end-users.",,
133417,568,CREATOR_PLATFORM,0.9,spacetwo.xyz,"",,,CREATOR_PLATFORM,"SPACETWO is an all-in-one hub providing AI-powered tools, collaboration, and blockchain IP protection for creators to manage their projects, portfolios, and creative rights. Its core users are creators themselves, fitting the definition of a creator workflow and IP management platform.",,
133416,568,CREATOR_PLATFORM,0.9,ecency.com,"",,,CREATOR_PLATFORM,"Ecency is a blockchain-based social network where creators are the primary users, enabling them to publish content, build communities, and earn digital tokens, fitting the description of a platform built for creators' success and monetization.",,
133376,568,CREATOR_PLATFORM,0.9,sparkloop.app,"",,,CREATOR_PLATFORM,"SparkLoop is a platform designed for newsletter operators (creators) to grow their audience through recommendations and referral programs, and to monetize their newsletters. This directly aligns with the 'newsletter growth tools' and 'monetization platforms for creators' aspects of the CREATOR_PLATFORM segment.",,
133265,568,CREATOR_PLATFORM,0.9,vylitworld.com,Vylit,,,CREATOR_PLATFORM,"Vylit is a platform designed for creators (18+) to express themselves, connect with fans, and utilize subscription features, directly aligning with the definition of a platform built for creators as end-users.",,
133855,569,CREATOR_PLATFORM,0.9,cookpadteam.com,Cookpad,,,CREATOR_PLATFORM,"Cookpad is a large-scale recipe sharing platform and cooking community where 'home cooks' act as creators, sharing user-generated content. Its business model is subscription-based, supporting these creators and their success on the platform.",,
134139,569,CREATOR_PLATFORM,0.9,symphonyos.co,SymphonyOS,,,CREATOR_PLATFORM,"Symphony OS is a music marketing platform designed for artists, labels, and teams, directly serving creators (artists) to help them with their marketing and audience growth.",,
133554,569,CREATOR_PLATFORM,0.9,grouped.com,Grouped,,,CREATOR_PLATFORM,"Grouped is a platform designed for artists (creators) to capture, manage, and engage their fanbase directly, offering tools for exclusive content, community building, and monetization. Its main users are creators, and its value proposition is centered on creator success in audience ownership and growth.",,
133276,568,CREATOR_PLATFORM,0.9,musuni.io,"",,,CREATOR_PLATFORM,"Musuni is an AI-powered career management platform built for music artists (creators), providing tools like analytics, content planning, smart links, and fan engagement to help them grow their audience and career.",,
134408,569,CREATOR_PLATFORM,0.9,payhip.com,HSE Insider,,,CREATOR_PLATFORM,"Payhip is a platform designed for creators to sell digital downloads, courses, coaching, and memberships, explicitly stating it helps 'creators grow their business and turn their passion into profit.' This aligns with the definition of a monetization and workflow platform built for creators as end-users.",,
133791,569,CREATOR_PLATFORM,0.9,foodfix.tech,FoodFix,,,CREATOR_PLATFORM,"FoodFix is an app that enables professional chefs and creators to publish, monetize, and build an audience around their recipes, directly aligning with platforms built for creators to monetize content and grow their reach.",,
133349,568,CREATOR_PLATFORM,0.9,adamenfroy.com,"",,,CREATOR_PLATFORM,"This company provides courses, coaching, and a system for bloggers (creators) to launch, grow, and monetize their online businesses, including leveraging AI. It functions as a scaled creator education platform where the end-users are creators themselves.",,
133775,569,CREATOR_PLATFORM,0.9,shainy.app,shAiny,,,CREATOR_PLATFORM,"Shainy provides an AI-powered system and mentorship designed for individual creators, artists, and experts to develop their unique voice, generate strategic content, and grow their audience on social media. Its core users are creators, and the product directly supports their content creation and audience growth.",,
133809,569,CREATOR_PLATFORM,0.9,vrupi.com,vrupi,,,CREATOR_PLATFORM,"Vrupi is an app that allows creators to host and monetize live, pay-per-view video experiences, enabling them to earn income directly from their audience. This aligns with platforms built for creators as end-users for monetization.",,
133972,569,CREATOR_PLATFORM,0.85,ufo-network.com,UFO Network,,,CREATOR_PLATFORM,"UFO Network is a platform and service provider for electronic music artists (creators), offering promotion, marketing services, and a community to help them amplify their voices and grow their careers, which directly aligns with the CREATOR_PLATFORM segment.",,
133289,568,CREATOR_PLATFORM,0.85,wifimoney.com,"",,,CREATOR_PLATFORM,"Wifi Money provides education and a program for individuals to monetize their social media presence and grow their audience, aligning with the definition of a creator education or monetization platform built for creators as end-users.",,
133343,568,CREATOR_PLATFORM,0.85,easymailing.com,"",,,CREATOR_PLATFORM,"Easymailing is an email marketing and automation platform that explicitly targets 'Content Creators & Influencers' as a key user segment, providing tools for audience growth, engagement, and monetization through email newsletters and campaigns. This aligns with the definition of a platform built for creators as end-users to help them understand and grow their audience.",,
133364,568,CREATOR_PLATFORM,0.85,marfeel.com,"",,,CREATOR_PLATFORM,"Marfeel provides a suite of solutions for publishers (large-scale creators) to manage content performance, grow audiences, and drive revenue across various channels, including social media. This aligns with a platform built for creators to understand and grow their audience and optimize monetization.",,
133387,568,CREATOR_PLATFORM,0.85,dor.gg,"",,,CREATOR_PLATFORM,"DOR is an AI-powered gaming social platform where users (gamers/creators) can create, share, and connect, directly aligning with platforms built for creators as end-users.",,
133410,568,CREATOR_PLATFORM,0.85,podzay.com,"",,,CREATOR_PLATFORM,"Podzay is an AI podcast matching platform that helps podcasters (creators) find guests and arrange interviews, serving as a workflow tool for content creation and collaboration among creators.",,
133414,568,CREATOR_PLATFORM,0.85,mynameisbond.co,"",,,CREATOR_PLATFORM,"My Name is Bond provides an automated service to help clients (likely creators or businesses) grow their Instagram audience with targeted and qualified followers. This directly supports creators in understanding and expanding their reach, fitting the description of a platform built for creators as end-users.",,
133501,569,CREATOR_PLATFORM,0.85,kingmods.net,KingMods,,,CREATOR_PLATFORM,"KingMods is a platform for distributing user-generated game modifications (mods) for titles like Farming Simulator. Modders are a type of creator, and this platform serves as a hub for their content, facilitating distribution and audience engagement, which aligns with the 'CREATOR_PLATFORM' segment.",,
133507,569,CREATOR_PLATFORM,0.85,shuru.co.in,Shuru,,,CREATOR_PLATFORM,"Shuru is a local community platform that explicitly offers tools for 'local influencers' (politicians, social workers, teachers, etc.) to share their voice, build trust, and grow their influence across their city, fitting the definition of a platform built for creators as end-users.",,
133624,569,CREATOR_PLATFORM,0.85,kokaihop.se,,,,CREATOR_PLATFORM,"The company operates a platform where 'the Swedish people' contribute and share recipes, functioning as a content management system for user-generated culinary content. This positions it as a platform built for creators (recipe authors) to publish their work.",,
133834,569,CREATOR_PLATFORM,0.85,flite.city,Flite,,,CREATOR_PLATFORM,"Flite is an event marketplace and management platform that provides tools for 'creators' (event hosts/organizers) to launch, market, and monetize real-world experiences, directly supporting their success and audience growth.",,
133917,569,CREATOR_PLATFORM,0.85,perfectpost.social,PerfectPost,,,CREATOR_PLATFORM,"PerfectPost is a SaaS tool designed for individuals to manage their LinkedIn content, scheduling, engagement, and analytics, directly helping them grow their personal brand and audience on the platform. This aligns with platforms built for creators as end-users to understand and grow their audience.",,
133956,569,CREATOR_PLATFORM,0.85,crazytokmedia.com,Crazy Tok Media,,,CREATOR_PLATFORM,"The company offers a service for starting podcasts, directly targeting creators (podcasters) as their end-users, which aligns with the definition of a CREATOR_PLATFORM.",,
134711,569,CREATOR_PLATFORM,0.85,inshorts.group,Inshorts,,,CREATOR_PLATFORM,"Inshorts Group's Public app is a hyperlocal video content platform where freelance content creators produce and deliver updates, making it a platform built for creators as end-users whose success depends on their content contribution.",,
134621,569,CREATOR_PLATFORM,0.85,pocketfm.com,Pocket FM,,,CREATOR_PLATFORM,"Pocket FM is a platform that hosts audio series and stories created by 'artists' (creators), providing them a distribution channel and audience. Its business model relies on the success and content production of these creators, aligning with the definition of a creator platform.",,
135367,569,CREATOR_PLATFORM,0.85,pepul.com,Pepul,,,CREATOR_PLATFORM,"Pepul explicitly brands itself as a 'Creators Platform' and a social network where users (creators) can post valuable content, share stories and skills, and build interest-based communities. This aligns with platforms built for creators as end-users, whose success depends on creator engagement and content.",,
134899,569,CREATOR_PLATFORM,0.85,springernature.com,Springer Nature in India,,,CREATOR_PLATFORM,"Springer Nature provides platforms and services for researchers to publish their academic work, share discoveries, and manage their intellectual property, effectively serving as a platform for academic content creators.",,
135152,569,CREATOR_PLATFORM,0.85,joshtalks.com,Josh Talks,,,CREATOR_PLATFORM,"Josh Talks provides dedicated 'Creator Growth' services, offering content optimization, data-backed strategy, and monetization support to help creators build and grow their channels and revenue streams.",,
133335,568,CREATOR_PLATFORM,0.8,wmasat.com,"",,,CREATOR_PLATFORM,"The company is a remote freelance platform where individuals (creators/freelancers) offer services like social media ad design and page management, which directly supports their monetization and workflow as creators.",,
133668,569,CREATOR_PLATFORM,0.8,prematchapp.de,Prematch,,,CREATOR_PLATFORM,"Prematch is an app for football players, providing them with performance statistics, market value, and news. This functions as a platform built for creators (athletes) to understand and manage their professional profile and 'audience' (clubs, fans), aligning with the CREATOR_PLATFORM segment.",,
133767,569,CREATOR_PLATFORM,0.75,myysports.com,MyySports,,,CREATOR_PLATFORM,"MyySports offers a mobile app that enables users to capture, stream, and share their own sports content, positioning them as creators within the sports niche. OnSocial's data could help these creators understand and grow their audience.",,
133730,569,CREATOR_PLATFORM,0.7,letsdiskuss.com,Letsdiskuss,,,CREATOR_PLATFORM,"The company provides an 'online FAQ and Blogging Platform,' which serves as a content management and publishing tool for creators, fitting the description of a platform built for creators as end-users.",,
134042,569,CREATOR_PLATFORM,0.7,mlr.srl,MLR srl,,,CREATOR_PLATFORM,"The company develops innovative products and high-tech tools for the publishing industry to improve the transmission and spreading of certified news, indicating a platform or workflow tool for content creators/publishers.",,
134002,569,CREATOR_PLATFORM,0.7,vaste-app.com,Vaste,,,CREATOR_PLATFORM,"The platform encourages users to 'post your best outfits' and 'share your world' within a community, indicating it's a tool for individuals to create and share content, aligning with a platform built for creators.",,
133749,569,CREATOR_PLATFORM,0.7,truthvoice.app,Truth Voice,,,CREATOR_PLATFORM,"The tagline 'Unleash Your Voice in Social Networking' indicates a platform built for individuals to manage or amplify their presence on social media, which aligns with tools designed for creators as end-users.",,
135374,569,LOYALTY_COMMUNITY,0.9,intermiles.com,InterMiles (Jet Privilege Pvt. Ltd),,,LOYALTY_COMMUNITY,"InterMiles is a 'Lifestyle Rewards Program' where users earn and redeem miles for activities and vouchers, which directly matches the description of a loyalty/rewards platform.",,
133373,568,LOYALTY_COMMUNITY,0.9,awerreviews.com,"",,,LOYALTY_COMMUNITY,"The platform collects consumer reviews and explicitly offers a 'Programa de Puntos' (Points Program) where users 'Ganá beneficios dejando tu opinión' (Earn benefits by leaving your opinion), indicating a loyalty/rewards mechanism for user-generated content.",,
133290,568,LOYALTY_COMMUNITY,0.9,sweete.info,"",,,LOYALTY_COMMUNITY,"Sweete provides a mobile solution and platform for brands to design and manage customer loyalty and reward programs, including points-based systems, gamification, and incentives for purchases, referrals, and engagement, directly matching the LOYALTY_COMMUNITY segment.",,
133297,568,LOYALTY_COMMUNITY,0.9,anglehq.com,"",,,LOYALTY_COMMUNITY,"Angle is a loyalty platform for Shopify brands, providing features like cash back, VIP tiers, and referral programs to reward and retain customers, which directly aligns with the LOYALTY_COMMUNITY segment.",,
133354,568,LOYALTY_COMMUNITY,0.9,rewardchain.io,"",,,LOYALTY_COMMUNITY,"The platform provides loyalty solutions for subscription businesses, leveraging cashback, gamification, and rewards to reduce churn and drive engagement, explicitly listing 'Brand ambassadors' as a feature.",,
133301,568,LOYALTY_COMMUNITY,0.9,hediyemo.com,"",,,LOYALTY_COMMUNITY,"Hediyemo offers SaaS solutions for customer, employee, and sales channel loyalty management, including reward programs and platforms for brand ambassadors, which directly aligns with the LOYALTY_COMMUNITY segment.",,
133350,568,LOYALTY_COMMUNITY,0.9,rewardsbygcow.com,"",,,LOYALTY_COMMUNITY,"The company offers an API and platform for brands to implement instant digital gift card reward programs for customer loyalty, referrals, and employee engagement, which aligns with platforms that reward and activate customers-as-advocates.",,
133302,568,LOYALTY_COMMUNITY,0.9,be2see.co.il,"",,,LOYALTY_COMMUNITY,"BE2SEE provides advanced marketing automation and data solutions, explicitly offering a 'Customer loyalty platform' and 'Loyalty programs service' to help organizations build and manage reward programs for repeat customers.",,
133307,568,LOYALTY_COMMUNITY,0.9,defacto-loyalty.com,"",,,LOYALTY_COMMUNITY,"The company provides an 'End-to-End Loyalty Management Software' with a 'Rewards-Engine' and features for creating customer loyalty programs, including bonus rules and status levels, which directly aligns with platforms that reward and retain customers as advocates.",,
133805,569,LOYALTY_COMMUNITY,0.9,heyethos.com,ethos,,,LOYALTY_COMMUNITY,"Ethos offers a loyalty program platform for Shopify brands that rewards customers, VIPs, and influencers for engagement, referrals, and user-generated content, directly aligning with the LOYALTY_COMMUNITY segment.",,
133313,568,LOYALTY_COMMUNITY,0.9,rediem.co,"",,,LOYALTY_COMMUNITY,"Rediem is a platform for brands to build and manage loyalty programs and communities, rewarding customers for engagement, UGC, and referrals, including integrations with Instagram and TikTok challenges. This directly aligns with the LOYALTY_COMMUNITY segment's description and key test.",,
133770,569,LOYALTY_COMMUNITY,0.85,rtggroupusa.com,RTG Group USA,,,LOYALTY_COMMUNITY,"The company creates programs to track, measure, and benchmark social impact, and explicitly states they ""substantially benefit and reward those who choose to do good,"" aligning with loyalty/advocacy platforms that incentivize and reward members for their contributions.",,
133390,568,LOYALTY_COMMUNITY,0.85,rapidfunnel.com,"",,,LOYALTY_COMMUNITY,"RapidFunnel provides a system for network marketing leaders to track, train, and duplicate their teams. This aligns with managing large-scale brand ambassador or referral programs, where reps act as advocates, and OnSocial data could help qualify their reach and authenticity.",,
134854,569,LOYALTY_COMMUNITY,0.85,onepercentclub.io,1% Club,,,LOYALTY_COMMUNITY,"The 1% Club is a members-only community focused on financial independence, offering gamified learning, community bootcamps, and content from 'top creators.' This aligns with a branded community platform that engages and rewards members, where OnSocial could help qualify contributing creators or influential members.",,
133288,568,LOYALTY_COMMUNITY,0.85,edenwork.com,"",,,LOYALTY_COMMUNITY,"EdenWork is a marketing agency that develops digital platforms for relationship marketing, customer loyalty, and brand ambassador programs, aiming to transform clients into ambassadors and drive engagement through their proprietary platforms.",,
133871,569,LOYALTY_COMMUNITY,0.85,exono.me,Exonome,,,LOYALTY_COMMUNITY,"Exonome provides infrastructure for 'trusted operators' to build and manage curated communities or networks, facilitating 'exchanges' of people, services, and opportunities, with optional monetization. This aligns with platforms that enable brands to activate and retain advocates or manage ambassador programs, where qualifying participants by audience quality would be valuable.",,
133359,568,LOYALTY_COMMUNITY,0.85,embrosa.com,"",,,LOYALTY_COMMUNITY,"Embrosa is a platform that helps brands empower their network (franchisees, partners) to share content and run local marketing campaigns, leveraging their collective reach and trust, which aligns with advocacy and brand ambassador programs. OnSocial could help qualify the social reach and audience authenticity of these network members when they post on social media.",,
134098,569,LOYALTY_COMMUNITY,0.85,fancorps.com,Fancorps,,,LOYALTY_COMMUNITY,"Fancorps focuses on 'Word of Mouth Marketing' and 'Word of Mouth Advertising,' which directly aligns with platforms that activate and reward customers as advocates, brand ambassadors, or referral partners for brands.",,
133715,569,LOYALTY_COMMUNITY,0.85,fp.de,F&P GmbH,,,LOYALTY_COMMUNITY,"The company builds and manages large online communities (JOYclub, JOYCE) with millions of members, groups, and user-generated content, aligning with the 'branded community platforms' aspect of the LOYALTY_COMMUNITY segment. OnSocial could help qualify members or understand their reach within these communities.",,
135212,569,LOYALTY_COMMUNITY,0.85,getxeno.com,Xeno,,,LOYALTY_COMMUNITY,"Xeno is an AI-powered CRM for retailers that features a core 'LOYALTY' module to engage customers with exclusive rewards and experiences, directly matching the description of platforms running loyalty and rewards programs for brands.",,
133272,568,LOYALTY_COMMUNITY,0.85,copost.fr,"",,,LOYALTY_COMMUNITY,Copost is an 'Employee Advocacy Tool' designed to help companies turn their employees into 'brand ambassadors' by coordinating content on LinkedIn. This directly aligns with the LOYALTY_COMMUNITY segment's focus on advocacy and ambassador programs for brands.,,
135260,569,LOYALTY_COMMUNITY,0.75,antino.com,Antino,,,LOYALTY_COMMUNITY,"Antino offers 'Antino Nexus: Intelligent Loyalty & Customer Value Platform,' an AI-driven solution for loyalty orchestration that fits the description of platforms enabling brands to reward and activate customer advocates, where creator data would be valuable for program qualification and fraud detection.",,
134698,569,LOYALTY_COMMUNITY,0.7,angelone.in,Angel One,,,LOYALTY_COMMUNITY,"Angel One, a financial services platform, features an 'Influencer Partner (DRA)' program, which functions as a creator affiliate/referral program for customer acquisition, fitting the LOYALTY_COMMUNITY segment's criteria for leveraging advocates.",,
133287,568,LOYALTY_COMMUNITY,0.65,coincollect.org,"",,,LOYALTY_COMMUNITY,"The platform enables NFT projects to reward holders, build communities, and activate 'Ambassadors' through staking, airdrops, and gamified quests, aligning with loyalty and advocacy programs. OnSocial data could help qualify these ambassadors based on their social reach and authenticity.",,
133852,569,LOYALTY_COMMUNITY,0.65,journeytellr.com,JourneyTellr,,,LOYALTY_COMMUNITY,"The platform aims to 'Empower Your Marketing with Collective Storytelling,' suggesting it helps brands activate and leverage their community or customers to generate content and advocacy, which is a core function of loyalty and community platforms.",,
134001,569,REVIEW_UGC,0.9,iosquare.com,Besedo,,,REVIEW_UGC,"Besedo offers an AI-powered platform and services for moderating user-generated content (text, images, video) to prevent spam, fraud, and abuse across various online platforms and communities. This directly aligns with the 'manage' aspect of UGC platforms, ensuring content authenticity and safety.",,
133261,568,REVIEW_UGC,0.9,judge.me,Judge.me,,,REVIEW_UGC,"Judge.me is a Shopify app that enables e-commerce merchants to collect, display, and manage product and store reviews, including user-generated photos and videos, directly matching the REVIEW_UGC segment.",,
133861,569,REVIEW_UGC,0.9,konfidency.cx,Konfidency,,,REVIEW_UGC,"The company's core product, Konfidency Reviews, is a SaaS platform for e-commerce brands to collect, manage, and leverage customer reviews and opinions for social proof, trust-building, and SEO.",,
133336,568,REVIEW_UGC,0.9,pulsereviews.io,"",,,REVIEW_UGC,"Pulse Reviews is a SaaS platform that helps businesses manage, analyze, and improve their online customer reviews from platforms like Google and Trustpilot, using AI for sentiment analysis and actionable insights. This directly aligns with the REVIEW_UGC segment, which covers platforms for collecting, managing, and displaying customer reviews and user-generated content.",,
134067,569,REVIEW_UGC,0.9,revaaa.com,RevAAA,,,REVIEW_UGC,"The website's core message is 'Review Anything Anyone Anywhere' and mentions 'Recent reviews,' clearly indicating a platform for collecting and displaying user-generated reviews, which fits the REVIEW_UGC segment.",,
133672,569,REVIEW_UGC,0.9,visibilishop.com,Visibilishop,,,REVIEW_UGC,"The company's core product focuses on 'avis clients' (customer reviews) and 'e-réputation' (e-reputation) for businesses, which directly matches the definition of platforms that collect, display, and manage customer reviews and user-generated content.",,
133625,569,REVIEW_UGC,0.9,ekomi.com,eKomi,,,REVIEW_UGC,"eKomi's core product is focused on managing Google Seller Ratings and Product Reviews for businesses, which directly matches the definition of platforms that collect, display, and syndicate customer reviews and user-generated content.",,
