domain,company_name,segment,confidence,reasoning
equinoxmg.com,Equinox Management Group LLP,IM_FIRST_AGENCIES,0.9,"Equinox Management Group is a management firm representing 'next generation talent' and operating as 'pioneers of the creator economy,' which directly aligns with the definition of creator talent management under IM_FIRST_AGENCIES."
wearelevelup.eu,,IM_FIRST_AGENCIES,0.9,"The company offers talent management, strategic coaching, content production, and community support specifically for social media creators on platforms like YouTube, Instagram, and TikTok, fitting the description of a creator talent management agency."
profitymedia.com,,IM_FIRST_AGENCIES,0.9,"This company is an iGaming marketing agency with a laser focus on influencer marketing, specializing in finding, vetting, and managing creators for performance-driven campaigns to acquire players for betting operators."
greenwoodagency.org,GREENWOOD MCN,IM_FIRST_AGENCIES,0.9,"The company identifies itself as a 'TikTok Agency,' strongly indicating that influencer/creator marketing is its primary service, fitting the IM_FIRST_AGENCIES segment."
amplfloo.com,,IM_FIRST_AGENCIES,0.9,"The company explicitly states it is an 'Influencer Marketing Agency' providing fully managed solutions to connect brands with creators, with a 100% niche focus on tech/AI. Their services include creator matching, negotiation, and campaign management, which are core agency functions."
influexa.com,,IM_FIRST_AGENCIES,0.9,"The company explicitly states it is a 'Trusted Partner for Influencer Marketing in India,' indicating its core business is providing influencer marketing services as an agency."
museagency.ch,MUSE MEDIA,IM_FIRST_AGENCIES,0.9,"The company explicitly identifies as a 'Viral Social Media Marketing Agency' and its entire service offering is centered around influencer marketing strategies, viral content creation, and brand ambassador programs for corporate brands."
pineroll.com,,IM_FIRST_AGENCIES,0.9,"Pineroll is a TikTok performance agency specializing in creator sourcing, management, media buying, and operating TikTok Shop and Live campaigns for brands, making influencer/creator campaigns their primary business."
theviralice.com,,IM_FIRST_AGENCIES,0.9,"The company is an agency focused on creating viral experiences and amplifying impact for brands through influencer collaborations, ambassadorships, and UGC, explicitly mentioning leveraging influencers for visibility, engagement, and conversions, including performance-based affiliate agreements."
pincfluence.com,People's Inc. Influence,IM_FIRST_AGENCIES,0.9,"The website text explicitly states 'Content Creator-Influencer Marketing,' indicating their core business is focused entirely on influencer campaigns and talent, aligning with an influencer-first agency model."
valeriainc.com,VALERIA INC.,IM_FIRST_AGENCIES,0.9,"Valeria Inc. is an agency that specializes in multi-platform brand integration and marketing, leveraging the large audience of its founder and other creators. Their core business is creating influencer-led campaigns and brand partnerships for brands."
gravity-media.net,,IM_FIRST_AGENCIES,0.9,"Gravity Media explicitly states its vision is to be a 'leading influencer marketing agency' in the MENA region, building partnerships with hundreds of influencers and running campaigns for brands like TikTok Shop and Temu. Their team roles are also heavily focused on managing content creators and influencers."
elevateagency.com,Elevate Agency,IM_FIRST_AGENCIES,0.9,"Elevate Agency is a management and marketing agency that represents digital creators, talents, and athletes, focusing on leveraging their influence for brand growth and visibility, which aligns with an influencer-first agency model."
navsocial.com,,IM_FIRST_AGENCIES,0.9,"The company explicitly states it navigates the 'social and influencer marketing industry,' focusing entirely on 'Creator Partnerships,' 'Influencer Marketing,' and 'Branded Content' for both creators and brands, indicating an influencer-first agency model."
milanmedia.co,Milan Media,IM_FIRST_AGENCIES,0.9,"The company explicitly states a 'Creator-centric Approach' and offers 'Creator Brand Talent Management,' focusing entirely on bridging the gap between creators and brands for campaigns and partnerships."
beyondbordershq.com,,IM_FIRST_AGENCIES,0.9,"The company explicitly states it is an 'Influencer Marketing Agency' and its entire website content focuses on connecting brands with influencers, campaign strategy, and management services."
seekmedia.io,Seekmedia Agency,IM_FIRST_AGENCIES,0.9,"The website explicitly states 'marketing de influência' and focuses on connecting brands with influencers, indicating a core business as an influencer-first agency."
thirsty-hungry.com,,IM_FIRST_AGENCIES,0.9,"The company describes itself as a 'dynamic agency concept' focused on the 'creator industry' and 'holistic talent management,' clearly indicating its core business is influencer/creator-first agency work."
zagemedia.com,,IM_FIRST_AGENCIES,0.9,"Zage Media explicitly states it is an 'end-to-end talent management and influencer marketing agency' with services dedicated to both creators and brands for influencer campaigns, making it a clear influencer-first agency."
brasacreatives.com,,IM_FIRST_AGENCIES,0.9,"The company explicitly states it specializes in Influencer Marketing Strategy, Creator and Campaign management, working with brands and creators to power the creator economy, making it a clear influencer-first agency."
zsuite.agency,,IM_FIRST_AGENCIES,0.85,"This is an agency specializing in Gen Z marketing, with a strong emphasis on 'Influencer Programz,' 'creator-inspired content,' and 'UGC-style content' as core offerings, indicating influencer/creator campaigns are their primary business."
settr.com,Settr,IM_FIRST_AGENCIES,0.85,"Settr specializes in influencer marketing with end-to-end execution, managing creator relationships and campaign performance for brands."
2113labs.com,,IM_FIRST_AGENCIES,0.85,"This agency specializes in social activation, content creation for platforms like Instagram (Reels), audience growth, and leveraging 'industry influencers' and 'talent' through strategies like livestreaming, indicating a primary focus on creator/influencer-centric campaigns."
recontenidos.com.ar,,IM_FIRST_AGENCIES,0.85,"The company explicitly states it connects influencers and streamers with brands for successful campaigns and offers 'viral campaigns with influencers and talents' as a core service, indicating a primary focus on influencer marketing as an agency."
hlxusa.com,HLX,IM_FIRST_AGENCIES,0.85,"HLX is a medical communications agency that specializes in identifying, mapping, and engaging Key Opinion Leaders (KOLs) and influential clinicians for biopharmaceutical marketing, which aligns with the core function of influencer marketing."
sobiomedia.com,,IM_FIRST_AGENCIES,0.85,"The company is a creative agency that explicitly lists 'INFLUENCER MARKETING' and 'TALENT MANAGEMENT' as primary services, indicating a core business focus on creator campaigns and management."
pulpkey.com,Pulpkey - The Influencer Marketing Company,IM_FIRST_AGENCIES,0.85,"Pulpkey specializes in managed influencer marketing campaigns across multiple platforms, with a strong focus on strategy, creative execution, and extensive case studies centered on influencer activations."
ramvizmedia.com,,IM_FIRST_AGENCIES,0.85,"RamViz Media is a content agency focused on video editing and thumbnail creation specifically for content creators, aiming to boost their audience growth and engagement, which aligns with supporting influencer content production."
thevisualediting.in,,IM_FIRST_AGENCIES,0.85,"The company provides expert YouTube editing and marketing services, directly supporting the growth of YouTube creators, which is a core function of an influencer-first agency."
iamvirale.com,Virale,IM_FIRST_AGENCIES,0.85,"The company states it 'creates virality on social networks organically,' indicating an agency focused on social media strategy and execution, which often involves influencer marketing. OnSocial's data would be highly relevant for their services."
thenow.agency,The Now Agency,IM_FIRST_AGENCIES,0.8,"The Now Agency is an influencer-led social media marketing firm that provides end-to-end services for brands, focusing on talent procurement, brand collaborations, and performance activations specifically for influencer campaigns."
animeta.ai,Animeta,IM_FIRST_AGENCIES,0.8,"Animeta is an Influencer Marketing Company that provides end-to-end solutions for brands, focusing on creator discovery, campaign strategy, and real-time performance tracking, indicating that influencer campaigns are their primary business."
tol-d.in,Thinking Out Loud Digital,IM_FIRST_AGENCIES,0.8,"Agency built for creators and brands, specializing in influencer marketing and talent management, with a focus on impactful creator collaborations."
influenceable.io,Influenceable,IM_FIRST_AGENCIES,0.8,"Agency specializes in high-impact influencer campaigns for films and advocacy initiatives, with a focus on connecting brands with top creators and crafting viral content."
futurecollective.jp,,IM_FIRST_AGENCIES,0.75,"The company is a creative marketing agency focused on 'Youth Culture' and 'Gen Z', strongly indicating that influencer and creator campaigns are a primary business to reach these demographics."
viralpinch.com,,IM_FIRST_AGENCIES,0.75,"The website title 'Social media influencers and campaigns' directly indicates a core business focused on managing or executing influencer marketing campaigns, which aligns with an IM-first agency."
reise.digital,REISE,IM_FIRST_AGENCIES,0.75,"The company is a digital marketing agency with a strong focus on influencer and creator collaborations, evidenced by numerous 'PR & Influence' projects in their portfolio and dedicated blog content on influencer marketing and UGC."
mindsetlab.it,Mindset LAB,IM_FIRST_AGENCIES,0.7,"The company explicitly states 'Creator Sportivi & Performance Marketing' and 'creators di contenuti sportivi,' indicating a core business focused on managing or working with sports content creators for performance-driven campaigns, aligning with an influencer-first agency."
superspa.de,,IM_FIRST_AGENCIES,0.7,"The company describes itself as a 'Social first creative tub for community centered content,' suggesting a creative agency specializing in social media content, likely involving creators or user-generated content."
saltbuzz.co,Saltbuzz,IM_FIRST_AGENCIES,0.7,"Core services include influencer marketing and commerce, with a focus on partnering with vetted creators for authentic campaigns, indicating that influencer campaigns are a primary business offering."
mondsteinmedia.com,Mondstein Media,IM_FIRST_AGENCIES,0.5,Self-identifies as influencer-first (1 signals)
vivamediacreative.com,Viva Media Creative,IM_FIRST_AGENCIES,0.5,"An influencer marketing agency specializing in managing celebrity accounts and connecting them with brands, with a primary focus on influencer campaigns."
eezycollab.com,eezycollab,IM_FIRST_AGENCIES,0.5,Services 75% influencer-related
helloverse.us,,IM_FIRST_AGENCIES,0,Failed to parse AI response: {
